name,citation,id,obligation,constraint,permission,entitlement,MandatoryDelegation,Permissive Delegation,PermissiveProvision,MandatoryProvision,Constraining Provision
Section 87,PL103_325,87,0,0,0,0,0,0,0,0,0
Section 88,PL103_325,88,2,0,0,1,3,0,0,0,0
Section 89,PL103_325,89,0,1,0,0,0,0,0,0,0
Section 90,PL103_325,90,0,0,0,0,0,0,0,0,0
Section 91,PL103_325,91,3,0,0,4,4,1,1,2,1
Section 92,PL103_325,92,0,0,0,0,0,0,0,0,0
Section 93,PL103_325,93,0,3,2,0,0,0,0,0,0
Section 94,PL103_325,94,0,0,0,0,0,0,0,0,0
Section 95,PL103_325,95,1,1,0,1,1,0,0,0,0
Section 96,PL103_325,96,2,0,1,1,2,0,0,1,0
Section 97,PL103_325,97,0,0,0,1,1,0,0,0,0
Section 98,PL103_325,98,0,0,1,1,1,0,0,0,0
Section 99,PL103_325,99,0,1,0,0,0,0,0,0,0
Section 100,PL103_325,100,0,0,0,1,0,0,0,0,0
Section 101,PL103_325,101,2,2,6,4,3,2,2,1,0
Section 102,PL103_325,102,2,1,1,2,3,0,0,0,1
Section 103,PL103_325,103,0,0,0,1,1,0,0,0,0
Section 104,PL103_325,104,0,0,0,2,1,0,0,0,1
Section 105,PL103_325,105,2,1,0,2,2,1,1,0,0
Section 106,PL103_325,106,0,0,1,0,0,0,0,0,0
Section 107,PL103_325,107,10,3,2,7,11,1,1,4,0
Section 108,PL103_325,108,5,0,0,4,5,0,0,4,1
Section 109,PL103_325,109,3,0,0,2,3,0,0,0,0
Section 110,PL103_325,110,0,1,0,0,0,0,0,0,0
Section 111,PL103_325,111,1,0,2,1,2,0,0,0,0
Section 112,PL103_325,112,1,2,2,4,4,0,0,1,0
Section 113,PL103_325,113,4,2,1,7,9,2,2,1,1
Section 114,PL103_325,114,0,0,0,0,0,0,0,0,0
Section 115,PL103_325,115,0,0,0,0,0,0,0,0,0
Section 116,PL103_325,116,0,2,0,0,0,0,0,0,0
Section 117,PL103_325,117,0,0,1,2,2,0,0,0,0
Section 118,PL103_325,118,0,0,0,0,0,0,0,0,0
Section 119,PL103_325,119,0,0,1,0,0,0,0,0,0
Section 120,PL103_325,120,1,0,0,2,1,1,1,1,0
Section 121,PL103_325,121,0,0,0,1,0,1,1,0,0
Section 122,PL103_325,122,0,1,0,0,0,0,0,0,0
Section 123,PL103_325,123,5,3,0,2,7,0,0,0,0
Section 124,PL103_325,124,4,0,0,4,7,0,0,2,0
Section 125,PL103_325,125,3,2,1,6,5,0,0,1,1
Section 126,PL103_325,126,4,5,2,5,6,1,1,1,0
Section 127,PL103_325,127,0,0,1,1,0,1,1,0,0
Section 128,PL103_325,128,0,0,0,0,0,0,0,0,0
Section 129,PL103_325,129,12,4,2,13,17,1,1,9,2
Section 130,PL103_325,130,2,4,0,3,3,0,0,2,0
Section 131,PL103_325,131,0,0,0,1,1,0,0,0,0
Section 132,PL103_325,132,0,0,0,0,0,0,0,0,0
Section 133,PL103_325,133,3,1,0,4,5,0,0,0,0
Section 134,PL103_325,134,0,0,0,0,0,0,0,0,0
Section 135,PL103_325,135,1,0,1,0,1,0,0,0,0
Section 136,PL103_325,136,1,0,1,0,1,0,0,0,0
Section 137,PL103_325,137,0,0,0,0,0,0,0,0,0
Section 138,PL103_325,138,7,9,4,9,13,0,0,0,1
Section 139,PL103_325,139,0,0,0,0,0,0,0,0,0
Section 140,PL103_325,140,1,2,2,2,3,0,0,0,0
Section 141,PL103_325,141,2,1,0,1,2,0,0,1,0
Section 142,PL103_325,142,5,0,5,6,8,0,0,0,0
Section 143,PL103_325,143,5,0,3,3,7,0,0,0,0
Section 144,PL103_325,144,0,0,0,0,0,0,0,0,0
Section 145,PL103_325,145,0,1,0,0,0,0,0,0,0
Section 146,PL103_325,146,0,0,0,1,1,0,0,0,0
Section 147,PL103_325,147,0,0,0,0,0,0,0,0,0
Section 148,PL103_325,148,4,2,0,6,10,0,0,0,0
Section 149,PL103_325,149,4,1,2,5,8,0,0,0,0
Section 150,PL103_325,150,6,3,1,5,8,0,0,1,0
Section 151,PL103_325,151,1,1,0,2,3,0,0,0,0
Section 152,PL103_325,152,2,2,0,1,3,0,0,0,0
Section 153,PL103_325,153,1,2,0,3,2,1,1,0,1
Section 154,PL103_325,154,0,0,0,1,1,0,0,0,0
Section 155,PL103_325,155,2,1,0,5,4,1,1,1,0
Section 156,PL103_325,156,0,0,1,0,0,0,0,0,0
Section 157,PL103_325,157,0,1,0,0,0,0,0,0,0
Section 158,PL103_325,158,0,1,0,2,1,0,0,0,0
Section 159,PL103_325,159,0,1,5,9,6,0,0,0,1
Section 0,PL111_022,0,0,0,1,0,0,0,0,0,0
Section 1,PL111_022,1,4,2,7,4,4,2,2,3,0
Section 2,PL111_022,2,0,0,1,0,0,0,0,0,0
Section 3,PL111_022,3,0,0,2,0,0,0,0,0,0
Section 4,PL111_022,4,4,0,0,2,4,0,0,1,0
Section 5,PL111_022,5,1,0,0,1,1,0,0,0,0
Section 6,PL111_022,6,0,0,0,1,1,0,0,0,0
Section 7,PL111_022,7,4,3,1,2,5,0,0,0,0
Section 8,PL111_022,8,4,5,2,5,6,1,1,2,0
Section 9,PL111_022,9,0,0,0,0,0,0,0,0,0
Section 10,PL111_022,10,4,4,9,3,3,1,1,1,0
Section 11,PL111_022,11,1,0,2,2,2,0,0,0,0
Section 12,PL111_022,12,4,3,3,7,10,0,0,0,1
Section 13,PL111_022,13,10,4,4,12,18,0,0,1,0
Section 14,PL111_022,14,0,1,0,0,0,0,0,0,0
Section 15,PL111_022,15,0,0,0,0,0,0,0,0,0
Section 16,PL111_022,16,0,0,0,0,0,0,0,0,0
Section 17,PL111_022,17,0,0,0,0,0,0,0,0,0
Section 18,PL111_022,18,1,1,1,1,1,0,0,0,0
Section 19,PL111_022,19,5,1,2,5,7,0,0,0,1
Section 20,PL111_022,20,0,0,1,1,1,0,0,0,0
Section 21,PL111_022,21,0,0,0,1,0,0,0,0,1
Section 22,PL111_022,22,0,0,0,1,1,0,0,0,0
Section 23,PL111_022,23,2,2,0,4,5,0,0,0,0
Section 24,PL111_022,24,0,0,1,0,0,0,0,0,0
Section 25,PL111_022,25,0,0,0,2,0,0,0,0,1
Section 26,PL111_022,26,0,2,0,0,0,0,0,0,0
Section 27,PL111_022,27,0,0,0,1,1,0,0,0,0
Section 28,PL111_022,28,2,2,1,4,3,0,0,0,0
Section 29,PL111_022,29,0,0,1,0,0,0,0,0,0
Section 30,PL111_022,30,2,2,1,3,3,0,0,0,1
Section 31,PL111_022,31,1,2,1,1,2,0,0,1,0
Section 32,PL111_022,32,2,0,1,0,2,0,0,0,0
Section 33,PL111_022,33,0,0,0,0,0,0,0,0,0
Section 34,PL111_022,34,2,3,0,14,4,0,0,0,1
Section 35,PL111_022,35,0,0,0,0,0,0,0,0,0
Section 36,PL111_022,36,2,1,3,8,6,1,1,1,0
Section 37,PL111_022,37,0,0,0,0,0,0,0,0,0
Section 38,PL111_022,38,1,1,0,1,1,1,1,1,0
Section 39,PL111_022,39,0,2,0,0,0,0,0,0,0
Section 40,PL111_022,40,0,0,0,0,0,0,0,0,0
Section 41,PL111_022,41,0,1,0,2,1,1,1,0,0
Section 42,PL111_022,42,0,0,0,0,0,0,0,0,0
Section 43,PL111_022,43,0,0,1,0,0,0,0,0,0
Section 44,PL111_022,44,0,0,0,0,0,0,0,0,0
Section 45,PL111_022,45,1,0,0,0,1,0,0,0,0
Section 46,PL111_022,46,2,0,0,2,2,0,0,0,1
Section 47,PL111_022,47,0,0,0,0,0,0,0,0,0
Section 48,PL111_022,48,0,2,2,0,0,0,0,0,0
Section 49,PL111_022,49,1,0,0,0,1,0,0,0,0
Section 50,PL111_022,50,0,0,0,0,0,0,0,0,0
Section 51,PL111_022,51,1,1,0,0,0,0,0,0,0
Section 52,PL111_022,52,0,0,0,0,0,0,0,0,0
Section 53,PL111_022,53,0,0,0,0,0,0,0,0,0
Section 54,PL111_022,54,12,9,7,6,15,1,1,2,1
Section 55,PL111_022,55,0,0,0,0,0,0,0,0,0
Section 56,PL111_022,56,0,4,6,11,4,0,0,0,2
Section 57,PL111_022,57,0,0,0,0,0,0,0,0,0
Section 58,PL111_022,58,5,1,2,7,9,1,1,1,0
Section 59,PL111_022,59,0,1,2,4,1,0,0,0,3
Section 60,PL111_022,60,0,0,0,0,0,0,0,0,0
Section 61,PL111_022,61,4,3,0,4,7,0,0,1,1
Section 62,PL111_022,62,1,3,1,7,7,0,0,0,0
Section 63,PL111_022,63,0,1,1,3,3,0,0,0,0
Section 64,PL111_022,64,0,1,1,1,1,1,1,0,0
Section 65,PL111_022,65,1,0,0,3,3,0,0,0,0
Section 66,PL111_022,66,0,0,1,0,0,0,0,0,0
Section 67,PL111_022,67,1,5,1,3,3,1,1,0,0
Section 68,PL111_022,68,4,0,0,1,4,0,0,0,0
Section 69,PL111_022,69,0,0,0,0,0,0,0,0,0
Section 70,PL111_022,70,0,0,0,1,1,0,0,0,0
Section 71,PL111_022,71,1,0,0,0,1,0,0,0,0
Section 72,PL111_022,72,1,0,0,1,2,0,0,0,0
Section 73,PL111_022,73,0,0,0,0,0,0,0,0,0
Section 0,PL115_174,0,0,0,1,0,0,0,0,0,0
Section 1,PL115_174,1,0,0,0,2,0,0,0,0,0
Section 2,PL115_174,2,0,4,0,2,0,0,0,0,1
Section 3,PL115_174,3,0,0,0,1,1,0,0,0,0
Section 4,PL115_174,4,0,0,0,0,0,0,0,0,0
Section 5,PL115_174,5,0,1,0,4,1,0,0,0,1
Section 6,PL115_174,6,3,2,0,2,3,0,0,1,0
Section 7,PL115_174,7,1,0,0,0,1,0,0,0,0
Section 8,PL115_174,8,0,0,0,0,0,0,0,0,0
Section 9,PL115_174,9,2,0,0,8,5,0,0,2,2
Section 10,PL115_174,10,0,0,0,0,0,0,0,0,0
Section 11,PL115_174,11,0,0,0,3,1,0,0,0,0
Section 12,PL115_174,12,0,1,1,1,0,0,0,0,0
Section 13,PL115_174,13,2,3,0,3,2,0,0,1,0
Section 14,PL115_174,14,0,2,0,4,1,0,0,0,0
Section 15,PL115_174,15,0,0,0,0,0,0,0,0,0
Section 16,PL115_174,16,0,2,0,0,0,0,0,0,0
Section 17,PL115_174,17,1,0,1,1,1,0,0,1,0
Section 18,PL115_174,18,0,0,0,0,0,0,0,0,0
Section 19,PL115_174,19,1,2,2,4,2,0,0,0,1
Section 20,PL115_174,20,1,1,1,1,0,0,0,0,0
Section 21,PL115_174,21,0,0,0,1,1,0,0,0,0
Section 22,PL115_174,22,0,0,0,0,0,0,0,0,0
Section 23,PL115_174,23,8,3,4,11,13,0,0,0,2
Section 24,PL115_174,24,0,0,0,0,0,0,0,0,0
Section 25,PL115_174,25,6,1,1,4,8,0,0,1,0
Section 26,PL115_174,26,1,0,0,1,1,1,1,1,0
Section 27,PL115_174,27,2,0,2,8,3,1,1,0,0
Section 28,PL115_174,28,0,0,0,0,0,0,0,0,0
Section 29,PL115_174,29,1,1,1,2,2,1,1,0,0
Section 30,PL115_174,30,5,3,7,13,13,0,0,1,0
Section 31,PL115_174,31,1,1,0,0,0,0,0,0,0
Section 32,PL115_174,32,0,0,0,0,0,0,0,0,0
Section 33,PL115_174,33,8,14,3,12,10,0,0,1,0
Section 34,PL115_174,34,4,2,3,13,9,0,0,0,0
Section 35,PL115_174,35,1,4,2,6,3,0,0,0,1
Section 36,PL115_174,36,0,0,0,1,1,0,0,0,0
Section 37,PL115_174,37,0,0,0,0,0,0,0,0,0
Section 38,PL115_174,38,12,4,14,16,18,1,1,4,3
Section 39,PL115_174,39,1,0,1,1,2,0,0,0,0
Section 40,PL115_174,40,1,0,1,2,1,0,0,0,0
Section 41,PL115_174,41,2,8,1,6,6,0,0,1,0
Section 42,PL115_174,42,8,14,0,3,8,0,0,6,0
Section 43,PL115_174,43,1,0,0,2,2,0,0,1,0
Section 44,PL115_174,44,0,1,0,0,0,0,0,0,0
Section 45,PL115_174,45,1,0,0,2,1,0,0,0,0
Section 46,PL115_174,46,0,0,0,0,0,0,0,0,0
Section 47,PL115_174,47,3,1,3,7,9,0,0,0,0
Section 48,PL115_174,48,0,2,0,0,0,0,0,0,0
Section 49,PL115_174,49,0,1,0,2,1,0,0,0,0
Section 50,PL115_174,50,0,0,0,1,0,0,0,0,0
Section 51,PL115_174,51,2,0,0,1,2,0,0,1,0
Section 52,PL115_174,52,0,0,0,1,1,0,0,0,0
Section 53,PL115_174,53,0,0,0,1,0,0,0,0,0
Section 54,PL115_174,54,1,0,0,2,1,0,0,1,1
Section 55,PL115_174,55,1,0,1,1,2,0,0,0,0
Section 56,PL115_174,56,1,0,0,1,1,0,0,0,1
Section 57,PL115_174,57,0,1,0,0,0,0,0,0,0
Section 58,PL115_174,58,0,1,0,4,2,0,0,0,2
Section 59,PL115_174,59,2,1,0,3,4,0,0,0,0
Section 60,PL115_174,60,3,1,1,2,4,1,1,1,0
Section 61,PL115_174,61,3,1,1,2,3,0,0,2,0
Section 62,PL115_174,62,0,0,0,2,0,0,0,0,0
Section 63,PL115_174,63,0,4,0,2,0,0,0,0,1
Section 64,PL115_174,64,0,0,0,1,1,0,0,0,0
Section 65,PL115_174,65,0,0,0,0,0,0,0,0,0
Section 66,PL115_174,66,0,1,0,4,1,0,0,0,1
Section 67,PL115_174,67,3,2,0,2,3,0,0,1,0
Section 68,PL115_174,68,1,0,0,0,1,0,0,0,0
Section 69,PL115_174,69,0,0,0,0,0,0,0,0,0
Section 70,PL115_174,70,2,0,0,8,5,0,0,2,2
Section 71,PL115_174,71,0,0,0,0,0,0,0,0,0
Section 72,PL115_174,72,0,0,0,3,1,0,0,0,0
Section 73,PL115_174,73,0,1,1,1,0,0,0,0,0
Section 74,PL115_174,74,2,3,0,3,2,0,0,1,0
Section 75,PL115_174,75,0,2,0,4,1,0,0,0,0
Section 76,PL115_174,76,0,0,0,0,0,0,0,0,0
Section 77,PL115_174,77,0,2,0,0,0,0,0,0,0
Section 78,PL115_174,78,1,0,1,1,1,0,0,1,0
Section 79,PL115_174,79,0,0,0,0,0,0,0,0,0
Section 80,PL115_174,80,1,2,2,4,2,0,0,0,1
Section 81,PL115_174,81,1,1,1,1,0,0,0,0,0
Section 82,PL115_174,82,0,0,0,1,1,0,0,0,0
Section 83,PL115_174,83,0,0,0,0,0,0,0,0,0
Section 84,PL115_174,84,8,3,4,11,13,0,0,0,2
Section 85,PL115_174,85,0,0,0,0,0,0,0,0,0
Section 86,PL115_174,86,6,1,1,4,8,0,0,1,0
Section 87,PL115_174,87,1,0,0,1,1,1,1,1,0
Section 88,PL115_174,88,2,0,2,8,3,1,1,0,0
Section 89,PL115_174,89,0,0,0,0,0,0,0,0,0
Section 90,PL115_174,90,1,1,1,2,2,1,1,0,0
Section 91,PL115_174,91,5,3,7,13,13,0,0,1,0
Section 92,PL115_174,92,1,1,0,0,0,0,0,0,0
Section 93,PL115_174,93,0,0,0,0,0,0,0,0,0
Section 94,PL115_174,94,8,14,3,12,10,0,0,1,0
Section 95,PL115_174,95,4,2,3,13,9,0,0,0,0
Section 96,PL115_174,96,1,4,2,6,3,0,0,0,1
Section 97,PL115_174,97,0,0,0,1,1,0,0,0,0
Section 98,PL115_174,98,0,0,0,0,0,0,0,0,0
Section 99,PL115_174,99,12,4,14,16,18,1,1,4,3
Section 100,PL115_174,100,1,0,1,1,2,0,0,0,0
Section 101,PL115_174,101,1,0,1,2,1,0,0,0,0
Section 102,PL115_174,102,2,8,1,6,6,0,0,1,0
Section 103,PL115_174,103,8,14,0,3,8,0,0,6,0
Section 104,PL115_174,104,1,0,0,2,2,0,0,1,0
Section 105,PL115_174,105,0,1,0,0,0,0,0,0,0
Section 106,PL115_174,106,1,0,0,2,1,0,0,0,0
Section 107,PL115_174,107,0,0,0,0,0,0,0,0,0
Section 108,PL115_174,108,3,1,3,7,9,0,0,0,0
Section 109,PL115_174,109,0,2,0,0,0,0,0,0,0
Section 110,PL115_174,110,0,1,0,2,1,0,0,0,0
Section 111,PL115_174,111,0,0,0,1,0,0,0,0,0
Section 112,PL115_174,112,2,0,0,1,2,0,0,1,0
Section 113,PL115_174,113,0,0,0,1,1,0,0,0,0
Section 114,PL115_174,114,0,0,0,1,0,0,0,0,0
Section 115,PL115_174,115,1,0,0,2,1,0,0,1,1
Section 116,PL115_174,116,1,0,1,1,2,0,0,0,0
Section 117,PL115_174,117,1,0,0,1,1,0,0,0,1
Section 118,PL115_174,118,0,1,0,0,0,0,0,0,0
Section 119,PL115_174,119,0,1,0,4,2,0,0,0,2
Section 120,PL115_174,120,2,1,0,3,4,0,0,0,0
Section 121,PL115_174,121,3,1,1,2,4,1,1,1,0
Section 122,PL115_174,122,3,1,0,2,3,0,0,2,0
Section 0,PL063_043,0,17,12,14,58,66,1,1,4,0
Section 1,PL063_043,1,1,3,1,4,5,0,0,0,0
Section 2,PL063_043,2,0,1,0,1,1,0,0,0,0
Section 3,PL063_043,3,4,1,5,15,14,2,2,3,2
Section 4,PL063_043,4,11,3,6,20,24,1,1,2,0
Section 5,PL063_043,5,2,0,1,5,6,0,0,0,0
Section 6,PL063_043,6,1,4,2,6,4,0,0,0,0
Section 7,PL063_043,7,0,1,1,0,0,0,0,0,0
Section 8,PL063_043,8,10,10,10,27,29,5,5,6,1
Section 9,PL063_043,9,12,2,3,13,16,1,1,7,0
Section 10,PL063_043,10,0,0,0,2,2,0,0,0,0
Section 11,PL063_043,11,3,0,4,7,9,0,0,0,0
Section 12,PL063_043,12,3,7,1,3,5,0,0,0,0
Section 13,PL063_043,13,2,0,0,3,4,2,2,1,0
Section 14,PL063_043,14,0,1,1,0,0,0,0,0,0
Section 15,PL063_043,15,0,0,1,1,1,0,0,0,0
Section 16,PL063_043,16,0,1,0,1,0,0,0,0,1
Section 17,PL063_043,17,0,1,0,0,0,0,0,0,0
Section 18,PL063_043,18,2,1,3,2,2,4,4,2,0
Section 0,PL097_320,0,0,0,1,0,0,0,0,0,0
Section 1,PL097_320,1,0,0,1,0,0,0,0,0,0
Section 2,PL097_320,2,8,7,7,21,24,0,0,3,0
Section 3,PL097_320,3,0,0,0,2,2,0,0,0,0
Section 4,PL097_320,4,7,2,11,19,21,0,0,2,0
Section 5,PL097_320,5,0,0,0,1,1,0,0,0,0
Section 6,PL097_320,6,0,0,1,0,0,1,1,0,0
Section 7,PL097_320,7,8,13,23,26,26,1,1,0,1
Section 8,PL097_320,8,4,23,8,22,23,0,0,0,0
Section 9,PL097_320,9,0,0,0,0,0,0,0,0,0
Section 10,PL097_320,10,0,0,1,0,0,0,0,0,0
Section 11,PL097_320,11,0,0,0,0,0,0,0,0,0
Section 12,PL097_320,12,0,0,1,0,0,0,0,0,0
Section 13,PL097_320,13,2,6,13,11,6,0,0,0,3
Section 14,PL097_320,14,0,1,0,0,0,0,0,0,0
Section 15,PL097_320,15,0,1,0,1,0,0,0,0,0
Section 16,PL097_320,16,0,0,1,4,4,0,0,0,0
Section 17,PL097_320,17,1,2,1,2,2,0,0,0,1
Section 18,PL097_320,18,1,8,2,9,6,0,0,0,0
Section 19,PL097_320,19,0,5,6,3,1,0,0,0,0
Section 20,PL097_320,20,0,0,0,0,0,0,0,0,0
Section 21,PL097_320,21,0,0,1,0,0,0,0,0,0
Section 22,PL097_320,22,0,0,2,3,3,0,0,0,0
Section 23,PL097_320,23,3,11,1,5,8,0,0,0,0
Section 24,PL097_320,24,1,1,2,1,1,0,0,0,0
Section 25,PL097_320,25,4,1,1,4,6,2,2,1,0
Section 26,PL097_320,26,0,0,2,1,1,0,0,0,0
Section 27,PL097_320,27,0,0,0,0,0,0,0,0,0
Section 28,PL097_320,28,0,0,1,1,0,0,0,0,0
Section 29,PL097_320,29,0,0,0,0,0,0,0,0,0
Section 30,PL097_320,30,7,7,7,11,15,1,1,1,0
Section 31,PL097_320,31,0,0,1,0,0,0,0,0,0
Section 32,PL097_320,32,0,1,1,1,0,0,0,0,0
Section 33,PL097_320,33,2,12,7,15,12,0,0,0,0
Section 34,PL097_320,34,0,0,0,0,0,0,0,0,0
Section 35,PL097_320,35,0,0,0,0,0,0,0,0,0
Section 36,PL097_320,36,0,1,0,0,0,0,0,0,0
Section 37,PL097_320,37,1,0,1,6,3,0,0,0,0
Section 38,PL097_320,38,0,0,0,0,0,0,0,0,0
Section 39,PL097_320,39,0,0,0,1,0,0,0,0,0
Section 40,PL097_320,40,3,4,9,11,7,1,1,0,0
Section 41,PL097_320,41,0,0,0,0,0,0,0,0,0
Section 42,PL097_320,42,2,0,2,3,4,0,0,0,0
Section 43,PL097_320,43,0,0,0,0,0,0,0,0,0
Section 44,PL097_320,44,0,1,1,5,5,0,0,0,0
Section 45,PL097_320,45,0,0,0,0,0,0,0,0,0
Section 46,PL097_320,46,1,0,1,2,3,0,0,0,0
Section 47,PL097_320,47,0,0,0,0,0,0,0,0,0
Section 48,PL097_320,48,1,1,0,3,2,0,0,0,1
Section 49,PL097_320,49,0,0,0,0,0,0,0,0,0
Section 50,PL097_320,50,1,4,4,10,7,0,0,1,2
Section 51,PL097_320,51,0,0,0,1,1,0,0,0,0
Section 52,PL097_320,52,0,0,0,2,2,0,0,0,0
Section 53,PL097_320,53,0,1,0,0,0,0,0,0,0
Section 54,PL097_320,54,0,0,0,0,0,0,0,0,0
Section 55,PL097_320,55,4,4,6,12,11,1,1,1,1
Section 56,PL097_320,56,1,1,0,0,1,0,0,0,0
Section 57,PL097_320,57,3,4,12,11,13,0,0,0,0
Section 58,PL097_320,58,0,0,1,0,0,0,0,0,0
Section 59,PL097_320,59,1,0,2,2,0,0,0,0,0
Section 60,PL097_320,60,0,1,2,3,2,0,0,0,0
Section 61,PL097_320,61,1,2,0,3,3,0,0,0,0
Section 0,PL109_351,0,1,0,2,1,0,0,0,0,0
Section 1,PL109_351,1,3,0,0,1,4,0,0,1,0
Section 2,PL109_351,2,0,1,1,1,0,0,0,0,0
Section 3,PL109_351,3,0,1,0,0,0,0,0,0,0
Section 4,PL109_351,4,1,0,0,0,1,0,0,0,0
Section 5,PL109_351,5,1,0,0,0,1,0,0,0,0
Section 6,PL109_351,6,0,0,0,0,0,0,0,0,0
Section 7,PL109_351,7,1,0,1,1,0,0,0,0,0
Section 8,PL109_351,8,0,0,0,0,0,0,0,0,0
Section 9,PL109_351,9,0,0,0,0,0,0,0,0,0
Section 10,PL109_351,10,0,0,2,0,0,0,0,0,0
Section 11,PL109_351,11,4,4,1,0,4,0,0,0,0
Section 12,PL109_351,12,0,0,0,4,1,0,0,0,0
Section 13,PL109_351,13,0,0,0,0,0,0,0,0,0
Section 14,PL109_351,14,0,0,0,1,1,0,0,0,0
Section 15,PL109_351,15,0,0,0,0,0,0,0,0,0
Section 16,PL109_351,16,0,0,1,0,0,0,0,0,0
Section 17,PL109_351,17,0,1,0,0,0,0,0,0,0
Section 18,PL109_351,18,0,0,0,1,0,0,0,0,0
Section 19,PL109_351,19,0,0,0,1,0,0,0,0,0
Section 20,PL109_351,20,1,3,1,6,3,0,0,1,0
Section 21,PL109_351,21,0,0,0,0,0,0,0,0,0
Section 22,PL109_351,22,0,0,2,1,0,0,0,0,0
Section 23,PL109_351,23,0,0,0,0,0,0,0,0,0
Section 24,PL109_351,24,2,0,0,2,1,0,0,1,1
Section 25,PL109_351,25,0,0,0,0,0,0,0,0,0
Section 26,PL109_351,26,0,1,0,3,0,0,0,0,2
Section 27,PL109_351,27,0,4,0,0,0,0,0,0,0
Section 28,PL109_351,28,2,0,1,3,2,0,0,1,0
Section 29,PL109_351,29,1,0,0,1,1,0,0,0,0
Section 30,PL109_351,30,0,0,0,0,0,0,0,0,0
Section 31,PL109_351,31,0,0,0,0,0,0,0,0,0
Section 32,PL109_351,32,0,0,0,0,0,0,0,0,0
Section 33,PL109_351,33,2,0,0,2,2,1,1,1,1
Section 34,PL109_351,34,0,0,0,0,0,0,0,0,0
Section 35,PL109_351,35,0,0,2,0,0,0,0,0,0
Section 36,PL109_351,36,0,0,0,0,0,0,0,0,0
Section 37,PL109_351,37,1,0,0,0,0,0,0,0,0
Section 38,PL109_351,38,0,0,0,0,0,0,0,0,0
Section 39,PL109_351,39,0,0,0,0,0,0,0,0,0
Section 40,PL109_351,40,0,0,0,2,0,2,2,0,0
Section 41,PL109_351,41,0,0,2,0,0,0,0,0,0
Section 42,PL109_351,42,0,0,1,3,2,0,0,0,0
Section 43,PL109_351,43,0,0,2,4,3,0,0,0,0
Section 44,PL109_351,44,2,3,4,7,5,0,0,0,0
Section 45,PL109_351,45,4,1,1,2,6,0,0,0,0
Section 46,PL109_351,46,0,0,0,1,1,0,0,0,0
Section 47,PL109_351,47,0,0,0,1,1,0,0,0,0
Section 48,PL109_351,48,0,0,0,0,0,0,0,0,0
Section 49,PL109_351,49,0,0,0,0,0,0,0,0,0
Section 50,PL109_351,50,0,0,1,0,0,0,0,0,0
Section 51,PL109_351,51,0,0,4,4,4,0,0,0,0
Section 52,PL109_351,52,0,0,0,0,0,0,0,0,0
Section 53,PL109_351,53,0,0,0,1,1,0,0,0,0
Section 54,PL109_351,54,0,2,2,4,4,0,0,0,0
Section 55,PL109_351,55,0,0,1,0,0,0,0,0,0
Section 56,PL109_351,56,0,0,4,4,4,0,0,0,0
Section 57,PL109_351,57,0,0,0,0,0,0,0,0,0
Section 58,PL109_351,58,0,0,0,0,0,0,0,0,0
Section 59,PL109_351,59,1,0,0,0,0,0,0,0,0
Section 60,PL109_351,60,0,0,0,0,0,0,0,0,0
Section 61,PL109_351,61,1,0,1,4,3,0,0,1,1
Section 62,PL109_351,62,1,2,1,2,2,0,0,0,0
Section 63,PL109_351,63,0,3,0,1,0,0,0,0,1
Section 64,PL109_351,64,1,0,0,1,0,0,0,0,0
Section 65,PL109_351,65,7,0,1,3,7,1,1,7,0
Section 66,PL109_351,66,3,0,1,0,3,0,0,1,0
Section 0,PL095_109,0,3,16,9,22,19,0,0,0,0
Section 0,PL105_310,0,1,0,1,0,0,0,0,0,0
Section 1,PL105_310,1,11,2,13,20,23,0,0,1,0
Section 0,PL102_242_2334,0,0,0,0,0,0,0,0,0,0
Section 1,PL102_242_2334,1,0,0,1,0,0,0,0,0,0
Section 2,PL102_242_2334,2,0,0,0,0,0,1,1,0,0
Section 3,PL102_242_2334,3,3,2,0,2,3,0,0,0,0
Section 4,PL102_242_2334,4,7,3,4,7,10,1,1,5,0
Section 5,PL102_242_2334,5,1,1,0,0,1,0,0,1,0
Section 6,PL102_242_2334,6,3,0,1,4,3,1,1,2,1
Section 7,PL102_242_2334,7,0,1,1,1,0,0,0,0,1
Section 8,PL102_242_2334,8,1,0,0,0,1,0,0,0,0
Section 9,PL102_242_2334,9,3,2,1,2,4,1,1,0,1
Section 10,PL102_242_2334,10,0,1,1,1,1,0,0,0,0
Section 11,PL102_242_2334,11,2,5,2,5,5,0,0,2,0
Section 12,PL102_242_2334,12,2,0,1,0,2,0,0,0,0
Section 13,PL102_242_2334,13,0,0,1,1,0,0,0,0,0
Section 14,PL102_242_2334,14,0,0,1,4,1,0,0,0,0
Section 0,PL099_570_3207,0,0,0,0,0,0,0,0,0,0
Section 1,PL099_570_3207,1,0,0,1,0,0,0,0,0,0
Section 2,PL099_570_3207,2,1,4,2,2,2,0,0,0,0
Section 3,PL099_570_3207,3,1,1,0,0,1,0,0,1,0
Section 4,PL099_570_3207,4,0,0,1,1,0,0,0,0,0
Section 5,PL099_570_3207,5,1,1,5,5,3,3,3,0,0
Section 6,PL099_570_3207,6,0,3,4,1,0,0,0,0,1
Section 7,PL099_570_3207,7,16,0,2,11,17,0,0,12,0
Section 8,PL099_570_3207,8,5,0,2,9,7,0,0,1,0
Section 9,PL099_570_3207,9,4,1,0,9,6,0,0,0,0
